country,year,video_id,url,title,description,channel_title,published_at,duration_seconds,view_count,like_count,comment_count,default_language,tags_str,transcript_excerpt,summary,sentiment,narr_health,narr_environment,narr_animal_welfare,narr_taste,narr_price,narr_convenience,narr_novelty,narr_cultural_fit
Denmark,2017,I7UvFskGk9w,https://www.youtube.com/watch?v=I7UvFskGk9w,Vegansk pasta bolognese - Köket,"Siri Barjes veganska variant på spaghetti bolognese görs på vegofärs, morötter, soltorkade tomater, rött vin och massor av vitlök. https://www.koket.se/vegansk-pasta-bolognese-siri-barjes-recept

Köket har två egna tv-program - Kökets middag och Kökets baktips som sänds i samband med Nyhetsmorgon måndag till lördag. Kända mat- och bakprofiler tipsar om recept som gör livet lite godare. I Kökets middag medverkar kockarna Tommy Myllymäki, Siri Barje, Paolo Roberto,Tom Sjöstedt och Jennie Walldén bland flera. I Kökets baktips är det den populäre konditorn Roy Fares som trollar fram godsaker.

Alla recept och många fler därtill hittar du på http://koket.se

Följ Köket på YouTube: https://www.youtube.com/c/koketse?sub_confirmation=1
Facebook: http://facebook.com/kokettv4
Instagram: http://instagram.com/koket.se/
http://koket.se",Köket,2017-07-17T18:24:45Z,292,18875,276.0,7.0,sv,UCbZr5i2YiGHeACmDvYuXsQw; köket; kök; recept; recept.nu; TV4; Sverige; Sweden; nyhetsmorgon; mat; matlagning; vego; vegetariskt; veggiemåndag; bolognese; kökets middag; veganskt; vegansk bolognese; Siri Barje; pasta,,"https://www.koket.se/vegansk-pasta-bolognese-siri-barjes-recept

Köket har två egna tv-program - Kökets middag och Kökets baktips som sänds i samband med Nyhetsmorgon måndag till lördag. Kända mat- och bakprofiler tipsar om recept som gör livet lite godare. I Kökets middag medverkar kockarna Tommy Myllymäki, Siri Barje, Paolo Roberto,Tom Sjöstedt och Jennie Walldén bland flera. Alla recept och många fler därtill hittar du på http://koket.se

Följ Köket på YouTube: https://www.youtube.com/c/koketse?sub_confirmation=1
Facebook: http://facebook.com/kokettv4
Instagram: http://instagram.com/koket.se/
http://koket.se",0.0,0,0,0,0,0,0,1,0
Denmark,2017,2Cee4lMKwMU,https://www.youtube.com/watch?v=2Cee4lMKwMU,SY LEE LÆGGER VEGANSK MAKE-UP - E.L.F. MAKEOVER,"► Tryk her for mere info! Like & Subscribe min kanal: https://goo.gl/Y8qYV4 ❤️ Instagram: http://instagram.com/syleestarlight - Snapchat (Tilføj mig her: http://snapchat.com/com/add/syleestarlight)

Link til Julias video, hvor hun lægger makeup på mig: https://youtu.be/ETP9fuoJtpg

Julia Kobias YouTube kanal: youtube.com/juliakobia

Alle produkterne, som jeg har brugt i videoen er linket i mit blog-indlæg: http://sylee.dk/2017/10/video-jeg-laegger-makeup-paa-youtuberen-julia-kobia/

Så er jeg tilbage på kanalen for good! Jeg havde brug for en pause og blev sgu kvalt af YouTube-drama og jeg ville fokusere på mit nye hjem. Det har været en lang flytteproces og få min egen lejlighed i stand! Jeg har en masse nye videoer til Jer, hvor jeg viser Jer mere det personlige og håber I vil synes om de nye videoer! I'm back for GOOD! 

Shop Goodiebox her: http://sylee.dk/2017/09/hvorfor-jeg-synes-youtube-verden-er-nederen/

S Y   L E E    -     S O C I A L   M E D I A S
x Snapchat (Tilføj mig her:",Sy Lee (Official),2017-10-29T19:11:48Z,824,17529,152.0,31.0,da,,,"Like & Subscribe min kanal: https://goo.gl/Y8qYV4 ❤️ Instagram: http://instagram.com/syleestarlight - Snapchat (Tilføj mig her: http://snapchat.com/com/add/syleestarlight)

Link til Julias video, hvor hun lægger makeup på mig: https://youtu.be/ETP9fuoJtpg

Julia Kobias YouTube kanal: youtube.com/juliakobia

Alle produkterne, som jeg har brugt i videoen er linket i mit blog-indlæg: http://sylee.dk/2017/10/video-jeg-laegger-makeup-paa-youtuberen-julia-kobia/

Så er jeg tilbage på kanalen for good! Shop Goodiebox her: http://sylee.dk/2017/09/hvorfor-jeg-synes-youtube-verden-er-nederen/

S Y   L E E    -     S O C I A L   M E D I A S
x Snapchat (Tilføj mig her: http://snapchat.com/com/add/syleestarlight) 
x Blog: http://sylee.dk
x Facebook: http://www.facebook.com/sylee.dk
x Instagram: http://instagram.com/syleestarlight
x Twitter: @syleestarlight

► JULIA'S SOCIALE MEDIER:

FACEBOOKSIDE: https://www.facebook.com/juliakobia  @juliakobia
INSTAGRAM: https://www.instagram.com/juliakobia  @juliakobia
SNAPCHAT: https://www.snapchat.com/add/juliakobiaholm @juliakobiaholm
SOUNDCLOUD: https://soundcloud.com/julia-kobia @juliakobia
SPOTIFY: https://play.spotify.com/user/juliakobiaholm @juliakobiaholm
PINTEREST: https://dk.pinterest.com/jkobia @juliakobia
TWITTER: https://www.twitter.com/juliakobia @juliakobia

NB! - https://youtu.be/j0scVQoBxLY
x Se min Normal Haul her: https://www.youtube.com/watch?v=LK1sLwey8kQ

********************************************************************
Facts om mig! ❤️Jeg elsker KAGE!",0.9867,0,0,1,0,0,0,6,0
Denmark,2017,OK8nNX2qWX8,https://www.youtube.com/watch?v=OK8nNX2qWX8,MÅNEDS INDKØB APRIL - VEGANSK,"Tusind tak for at se med❤ 
Jeg er blevet udfordret af Sofie Simone og Dyrenes Alliance til at spise vegansk i 22 dage. 
_________________________________________________________

● Er du sponsorer kan du kontakte mig på min gmail.

► Kontakt mig på min Gmail : Miiafriis@Gmail.com

----------------------
► LINKS 

● Instagram - Miafriis
● Snapchat - Miiafriis_yt
● Facebook - Mia Friis

Husk at følg min facebook side:
https://www.facebook.com/miiafriisYT/

► FAKTA

● Alder: 21 år
● Kamera: Canon EOS 1100D.
● Redigerings Program: IMovie",Mia Friis,2017-05-02T12:28:20Z,474,16366,326.0,15.0,da,,,"Tusind tak for at se med❤ 
Jeg er blevet udfordret af Sofie Simone og Dyrenes Alliance til at spise vegansk i 22 dage. _________________________________________________________

● Er du sponsorer kan du kontakte mig på min gmail. ► Kontakt mig på min Gmail : Miiafriis@Gmail.com

----------------------
► LINKS 

● Instagram - Miafriis
● Snapchat - Miiafriis_yt
● Facebook - Mia Friis

Husk at følg min facebook side:
https://www.facebook.com/miiafriisYT/

► FAKTA

● Alder: 21 år
● Kamera: Canon EOS 1100D. ● Redigerings Program: IMovie",0.4588,0,0,0,0,0,0,0,0
Denmark,2017,-KjLa6xNQ6o,https://www.youtube.com/watch?v=-KjLa6xNQ6o,"Kopenhagen Travel Guide  VLOG (Vegan Food, Shopping, Kultur)","Heute nehme ich euch mit, gedanklich und sogar mit Bild und Ton, nach Kopenhagen! Eine wunderschöne, vielseitige Stadt, in der es viel zu entdecken gibt. Wo gibt es das Beste vegane essen? Was musst du gesehen haben? Wo  kann man am besten Shoppen? Das und vieles mehr gibts in Vlog/Videoform heute für euch . 

Viel Spass beim zusehen :) 
Eure Talisa
----------------------------------------------------
GEZEIGTES 

VERKEHRSMITTEL
Copenhagen Card: http://www.copenhagencard.de/was-ist-...
(Damit kommt ihr auch in viele Museen und den Tivoli Park kostenlos rein)

Unterkunft:
Hotel Danmark (hier durften wir kostenlos übernachten): http://www.brochner-hotels.com/hotel-...

TAG 1:
Nyhavn 
Amalienborg 
Die kleine Meerjungfrau 
Street Food Market
Christiania 
Design Museum (kostenloser Eintritt als Student oder unter 26) Souls: http://www.soulscph.dk/?gclid=CKyg7fP...

Mein Outfit: 
Baker Boy Hat http://rstyle.me/n/cr7qitb9xbf
Bluse http://rstyle.me/n/cr7qkcb9xbf
Jeans http://rstyle.me/n/cr7qkvb",Talisa Minoush,2017-09-10T13:20:31Z,792,14605,368.0,18.0,de,Beauty; Fashion; Lifestyle; Haul; Shopping; Tutorial; Food; Rezepte; Reisen; London; Gesellschaft; Naturkosmetik; Humor; Vegan; Reise; Reiseguide; Kopenhagen Guide; Dänemark; Vegan in Kopenhagen; Tourismus; Nyhavn,,"Viel Spass beim zusehen :) 
Eure Talisa
----------------------------------------------------
GEZEIGTES 

VERKEHRSMITTEL
Copenhagen Card: http://www.copenhagencard.de/was-ist-... (Damit kommt ihr auch in viele Museen und den Tivoli Park kostenlos rein)

Unterkunft:
Hotel Danmark (hier durften wir kostenlos übernachten): http://www.brochner-hotels.com/hotel-... Mein Outfit: 
Baker Boy Hat http://rstyle.me/n/cr7qitb9xbf
Bluse http://rstyle.me/n/cr7qkcb9xbf
Jeans http://rstyle.me/n/cr7qkvb9xbf
Trenchcoat 
Schuhe 
Tasche

TAG 2: 
Amager Strand 
Blue Taco: http://www.bluetaco.dk 
Botanischer Garten 
Nicecream: https://www.instagram.com/nicecreamco... MEINE TOP 5 Bücher 
Big Magic von Elisabeth Gilbert http://amzn.to/2nH3gRN

-channel art by the new age-
Channel the new age https://www.youtube.com/channel/UC3_uTJDHSG7CbsrKpxJIiRQ/videos
Blog the new age http://www.thisisthenewage.com/
------------------------------------------------

HIER BIN ICH AUCH:
MEIN BLOG: http://bit.ly/2j4JVax
UNSER PODCAST: http://apple.co/2mlk6YG
FOLLOW MY BLOG https://www.facebook.com/keenoninterest/
INSTAGRAM https://instagram.com/talisaminoush
FACEBOOK  http://on.fb.me/1e92hTS
TWITTER  https://twitter.com/Talisa_
SNAPCHAT bluetenschimmer
PINTEREST https://de.pinterest.com/talisaminoush/

MEIN | | EQUIPMENT
KAMERAS
Kamera Canon EOS 70D http://amzn.to/2mid1ZR
Objektiv: Canon 30 mm
VLOGKAMERA Canon G7X http://amzn.to/2nplYjD
BELEUCHTUNG
Softbox Studiolampen
Wallimex Ringleuchte 75 W http://amzn.to/2mY5mwF

KANAL ABONNIEREN → https://www.youtube.com/bluetenschimmer


DISCLAIMER
Produkte die mit einem * gekennzeichnet sind, wurden mir kostenlos und bedingungslos zur Verfügung gestellt.",-0.8661,0,0,0,0,3,3,8,2
Denmark,2017,ZZnNIIgOSPI,https://www.youtube.com/watch?v=ZZnNIIgOSPI,Vegansk Majonnäs på Kikärtsspad - Instruktionsvideo,"Vegansk Majonnäs på kikärtsspad - Instruktionsvideo från den vegetariska matbloggen Jävligt Gott

Recept och tips i textform: http://www.javligtgott.se/vegansk-majonnas/

Följ med mig in i mitt kök och lär er alla mina bästa veganska matlagningstips i min webbkurs: https://app.coursio.com/store/svd/husmansklassikerna-utan-koett

Följ mig på instagram: https://www.instagram.com/javligtgott

Och på Facebook: htpps://www.facebook.com/javligtgott/",Gustav Johansson,2017-10-21T10:57:31Z,141,14452,118.0,15.0,sv,Majonnäs; vegansk majonnäs; kikärtsspad; kikärtor; instruktionsvideo; matlagning; how to; mat; vegan; vegansk mat; vegetarisk mat; vego; mayo; jävligt gott; bloody good vegetarian food; vegetarian food,,"Vegansk Majonnäs på kikärtsspad - Instruktionsvideo från den vegetariska matbloggen Jävligt Gott

Recept och tips i textform: http://www.javligtgott.se/vegansk-majonnas/

Följ med mig in i mitt kök och lär er alla mina bästa veganska matlagningstips i min webbkurs: https://app.coursio.com/store/svd/husmansklassikerna-utan-koett

Följ mig på instagram: https://www.instagram.com/javligtgott

Och på Facebook: htpps://www.facebook.com/javligtgott/",0.0,0,0,0,0,0,0,0,0
Denmark,2017,B4HbilhC8nQ,https://www.youtube.com/watch?v=B4HbilhC8nQ,LAVER VEGANSK MAD MED SOFIE SIMONE,"Tusind tak for at se med❤ 
Jeg er blevet udfordret af Sofie Simone og Dyrenes Alliance til at spise vegansk i 22 dage. i dagens video skal jeg mødes med Sofie og lave noget vegansk mad. Jeg er ked af slutningen på videoen, men glemte helt at spise farvel.
Hvis du har nogle spørgsmål eller noget du virkelig brænder inde med, så skriv gerne til mig i kommentarfeltet.

Sofie Simones Kanal :
https://www.youtube.com/user/Sofiesimone01
_________________________________________________________

● Er du sponsorer kan du kontakte mig på min gmail.

► Kontakt mig på min Gmail : Miiafriis@Gmail.com

----------------------
► LINKS 

● Instagram - Miafriis
● Snapchat - Miiafriis_yt
● Facebook - Mia Friis

Husk at følg min facebook side:
https://www.facebook.com/miiafriisYT/

► FAKTA

● Alder: 21 år
● Kamera: Canon EOS 1100D.
● Redigerings Program: IMovie",Mia Friis,2017-04-16T14:42:01Z,384,13259,170.0,19.0,da,Vegansk; Mad; Indkøb; Sofie simone; Dyrenes alliance,,"i dagens video skal jeg mødes med Sofie og lave noget vegansk mad. Hvis du har nogle spørgsmål eller noget du virkelig brænder inde med, så skriv gerne til mig i kommentarfeltet. Sofie Simones Kanal :
https://www.youtube.com/user/Sofiesimone01
_________________________________________________________

● Er du sponsorer kan du kontakte mig på min gmail. ► Kontakt mig på min Gmail : Miiafriis@Gmail.com

----------------------
► LINKS 

● Instagram - Miafriis
● Snapchat - Miiafriis_yt
● Facebook - Mia Friis

Husk at følg min facebook side:
https://www.facebook.com/miiafriisYT/

► FAKTA

● Alder: 21 år
● Kamera: Canon EOS 1100D.",-0.6289,0,0,0,0,0,0,0,0
Denmark,2017,DhWmLPoZzCs,https://www.youtube.com/watch?v=DhWmLPoZzCs,VEGAN TASTE TEST | Danish Foods & Snacks,"Hey guys! Today we bring you a super exciting/delicious vegan taste taste test with foods all the way from Denmark! We are so grateful for the opportunity to try all these delightful vegan Danish treats that we received from Lisa. Thank you so much Lisa for making our snacking dreams come true! XOXO♥♥♥

Geletine video we were talking about:
https://vimeo.com/180163754

Please LIKE, COMMENT, and SHARE. Click on the Kale Sandwich and SUBSCRIBE for more vegan recipes & vlogs!!!

Be weird with us and follow us on:
https://i.instagram.com/kalesandwichshow/
https://www.facebook.com/Kalesandwich

~~~Don't forget to tag us to show us your awesome food creations! We love to see your take on our recipes~~~

Music by Bonus Points
Song: Cruisin' With Bae
https://bonuspoints1.bandcamp.com/music

VEGAN TASTE TEST • Trying Danish Foods & Snacks",Kale Sandwich Show,2017-03-21T15:00:02Z,1364,13250,465.0,127.0,en,vegan; food; vegan food; taste test; vegan taste test; denmark; danish food; vegan danish; danish; scandinavian; kale sandwich show; what i eat; what i ate; vegan asian; asian vegan; youtuber; lifesty,,"Today we bring you a super exciting/delicious vegan taste taste test with foods all the way from Denmark! XOXO♥♥♥

Geletine video we were talking about:
https://vimeo.com/180163754

Please LIKE, COMMENT, and SHARE. Be weird with us and follow us on:
https://i.instagram.com/kalesandwichshow/
https://www.facebook.com/Kalesandwich

~~~Don't forget to tag us to show us your awesome food creations! We love to see your take on our recipes~~~

Music by Bonus Points
Song: Cruisin' With Bae
https://bonuspoints1.bandcamp.com/music

VEGAN TASTE TEST • Trying Danish Foods & Snacks",0.9964,0,0,0,5,0,0,2,0
Denmark,2017,FFVx45WoNmg,https://www.youtube.com/watch?v=FFVx45WoNmg,"Bilka - vegansk, free from og økologisk","I Bilka finder du Danmarks største udvalg af økologi. Vi har derudover et kæmpe udvalg af free from-varer og veganske produkter.

Besøg Bilka her
► http://www.bilka.dk

Abonner på Bilkas Youtube kanal
► https://www.youtube.com/user/Bilkadk?sub_confirmation=1

Se Bilkas YouTube kanal
► https://www.youtube.com/user/Bilkadk

Se Bilka på Facebook
► https://www.facebook.com/bilkadk

Følg Bilka på Google+
► https://plus.google.com/+Bilka/posts",Bilka,2017-07-20T08:48:31Z,82,13216,42.0,7.0,da,Vegan; Veganer; Økologi; Free from; Laktosefri; Uden sukker; Sukkerfri; Glutenfri; Bilka; Bilka Hypermarked; Hypermarked,,"I Bilka finder du Danmarks største udvalg af økologi. Vi har derudover et kæmpe udvalg af free from-varer og veganske produkter. Besøg Bilka her
► http://www.bilka.dk

Abonner på Bilkas Youtube kanal
► https://www.youtube.com/user/Bilkadk?sub_confirmation=1

Se Bilkas YouTube kanal
► https://www.youtube.com/user/Bilkadk

Se Bilka på Facebook
► https://www.facebook.com/bilkadk

Følg Bilka på Google+
► https://plus.google.com/+Bilka/posts",0.765,0,0,0,0,0,0,0,0
Denmark,2017,css5F_je2Lk,https://www.youtube.com/watch?v=css5F_je2Lk,"Vegan in Copenhagen, Denmark | Where to Eat","Copenhagen through my eyes and stomach :p 

http://www.vegannigerian.com
http://www.facebook.com/VeganNigerian
http://instagram.com/vegannigerian
https://twitter.com/vegannigerian

For all enquiries: vegannigerian@gmail.com",Cosy Nutrition,2017-06-24T12:24:34Z,387,1823,147.0,2.0,en,vegan gains; vegan in denmark; vegan travel; vegan europe; vegan what i eat in a day; travelnoir; vegan food; vegan abroad; sweet potato soul; vegan burger; vegan ideas; superwoman vegetarian; superwoman vegan; vegan denmark; urten; 42raw; christiania; christiania copenhagen; von fressen; morgenstedet; riz raz; vegan desserts; travel vlog; black travel; nigerian travel; vegan nigerian; battabox; vitamin d vegan; black vegan; vegan girl; vegans of colour; happy cow,,"Copenhagen through my eyes and stomach :p 

http://www.vegannigerian.com
http://www.facebook.com/VeganNigerian
http://instagram.com/vegannigerian
https://twitter.com/vegannigerian

For all enquiries: vegannigerian@gmail.com",0.25,0,0,0,0,0,0,0,0
Denmark,2017,8fSlZdk4uTI,https://www.youtube.com/watch?v=8fSlZdk4uTI,18:6 - Plantebaseret Keto brød af Pernille Damore,"Din kost har en afgjort betydning i din Naturlige Helbredelse. Gode planteproteiner og fibre er vigtige i din fysiske detox. Det plantebaserede proteinbrød indeholder ingen lektiner, ingen gluten, ingen animalske proteiner men derimod 86g ren planteprotein!
Til sammenligning indeholder de fleste almindelige hvedebrød og glutenfriebrød langt under halvdelen. 

Læs mere om Plantebaseret Detoxkost på http://pernilledamore.webs.com/detox-kost

Tilmeld dig 30 dages 18:6 challenge i Facebook gruppen https://www.facebook.com/groups/detox186/

Køb bogen TAG ANSVAR FOR DIT LIV! http://pernilledamore.webs.com/tag-ansvar-for-dit-liv",Detox Dit Liv! med Pernille Damore,2017-05-24T09:45:23Z,65,1070,9.0,0.0,da,,,"Din kost har en afgjort betydning i din Naturlige Helbredelse. Det plantebaserede proteinbrød indeholder ingen lektiner, ingen gluten, ingen animalske proteiner men derimod 86g ren planteprotein! Læs mere om Plantebaseret Detoxkost på http://pernilledamore.webs.com/detox-kost

Tilmeld dig 30 dages 18:6 challenge i Facebook gruppen https://www.facebook.com/groups/detox186/

Køb bogen TAG ANSVAR FOR DIT LIV! http://pernilledamore.webs.com/tag-ansvar-for-dit-liv",0.2225,10,0,0,0,0,0,0,0
Denmark,2017,7TXahBEaUek,https://www.youtube.com/watch?v=7TXahBEaUek,DETOXILOGI: HVORFOR VÆLGE PLANTEBASERET DETOX KOST? - #7 undervisningsvideo med Pernille Damore,"Denne undervisning lærer dig hvad plantebaseret detox kost er, hvad du skal spise og hvad du skal undgå for at understøtte din krop bedst muligt.
Pernille Damore har med DETOX DIT LIV siden 2004 undervist tusindvis af deltagere i at optimere deres helbred på naturlig vis.  

DETOX18:6 er den sundeste og mest hensigtsmæssige metode til at detoxe din krop. 
Dette gælder især alle der har passeret det biologiske snit, har symptomer i matrix fasen, er skjoldbruskdominant, har stofskifte problemer, inflammatoriske tilstande eller er overvægtige. 

DETOX18:6 KURSET hjælper dig med at afsætte 12 måneder til at gå ned i vægt, reducere dine fedtdepoter, opbygge din muskelmasse, styrke dit kredsløbet, regulere dit kolesterol, dit blodtryk og dit blodsukker, berolige dit nervesystemet, få mere energi og blive bevidst om gamle destruktive mønstre og vaner. 

“Min livsmission er at lære dig at tage ansvar for dit liv, komme i kontakt med dit autentiske selv og detoxe dig liv. At tage denne beslutni",Detox Dit Liv! med Pernille Damore,2017-08-31T13:37:20Z,800,767,4.0,0.0,da,pernilledamore; detoxditliv; damoresolution; damoreworkshops; damoremetoden; detoxilogi; antihomotoxilogi; detoxdigsmuk; detoxdigrask; naturlighelbredelse; detox18:6; 18:6; 16:8; 20:4; periodiskfaste; undervisning; ego; podcast; ditautentiskeselv; tagansvarforditliv; kropsindsjæl; damorediet; 6fase; immunmodulation; antiinflammatorisk; keto; groundregulation; biomedicin; funktionelmedicin; naturopat; heilpraktiker; naturmedicin; endosomatik; skjoldbruskdominant; binyredominant; matinus; veganer; plantebaseret,,"“Min livsmission er at lære dig at tage ansvar for dit liv, komme i kontakt med dit autentiske selv og detoxe dig liv. At tage denne beslutning i dag vil have betydning for dig resten af dit liv! Velkommen til
Kærlighed
P”
SKRIV DIG OP TIL GRATIS SØNDAGSUNDERVISNINGS-EMAIL HER 
https://landing.mailerlite.com/webforms/landing/j3a3r7

SE UNDERVISNINGSVIDEO 1 HER: https://youtu.be/ve247SRb8UY
SE UNDERVISNINGSVIDEO 2 HER: https://youtu.be/bzzeDdpmhMc
SE UNDERVISNINGSVIDEO 3 HER: https://youtu.be/lACn0qe1Sm4
SE UNDERVISNINGSVIDEO 4 HER: https://youtu.be/Wo-rOyt9ja0
SE UNDERVISNINGSVIDEO 5 HER: https://youtu.be/bxl-vOkgSV8
SE UNDERVISNINGSVIDEO 6 HER: https://youtu.be/2hHtn9_ynCI
SE UNDERVISNINGSVIDEO 7 HER: https://youtu.be/zZvBWxPIBq4
SE UNDERVISNINGSVIDEO 8 HER: https://youtu.be/3lIuNLX1MtA
SE UNDERVISNINGSVIDEO 9 HER: https://youtu.be/DSHMblFkQ-8
SE UNDERVISNINGSVIDEO 10 HER: https://youtu.be/7TXahBEaUek
SE UNDERVISNINGSVIDEO 11 HER: https://youtu.be/bwuGSULsNL0
SE UNDERVISNINGSVIDEO 12 HER: HVORFOR VÆLGE DETOX18:6
SE UNDERVISNINGSVIDEO 13 HER: https://youtu.be/XVvEN7eo8bE
SE UNDERVISNINGSVIDEO 14 HER: https://youtu.be/3RSFDftgj3A
SE UNDERVISNINGSVIDEO 15 HER: https://youtu.be/tfCURtoCQ34
SE UNDERVISNINGSVIDEO 16 HER: https://youtu.be/BfBrIjUCHYY

DETOX18:6 SERIEN:
Q&A #1 HER https://youtu.be/b1RH57ofgpE
Q&A #2 HER https://youtu.be/Uh_yPMkCrtA
Q&A #3 HER https://youtu.be/_9lB_eGkeG8
Q&A #4 HER
Q&A #5 HER
Q&A #6 HER
Q&A #7 HER

Læs mere om Pernille Damore, find kilder, artikler og yderligere undervisningsmateriale 
http://www.pernilledamore.com/ 

Tilmeld dig “DETOX DIT LIV MODUL 1 - KURSUS I KOSTFORSTÅELSE” eller “DETOX 18:6” som begge er omfattende 12 måneders kurser der lærer dig alt du behøver at vide. Læs mere HER https://www.subscribepage.com/detoxditliv

Søg om optagelse i den lukkede DETOX DIT LIV gruppe på FaceBook hvor du finder dit netværk af ligesindede HER https://www.facebook.com/groups/damoredetoxgruppen/?ref=bookmarks

Bogen ""TAG ANSVAR FOR DIT LIV!” enten lånes på alle landets biblioteker 

SE TAG ANSVAR FOR DIT LIV UNDERVISNINGSVIDEO 1 “INTRO” HER: https://youtu.be/GOFcSNiYZV8
SE TAG ANSVAR FOR DIT LIV UNDERVISNINGSVIDEO 2 “DETOX KOST” HER: https://youtu.be/eccXchPNIOM
SE TAG ANSVAR FOR DIT LIV UNDERVISNINGSVIDEO 3 “KROP”HER: https://youtu.be/ktjosA214VI
SE TAG ANSVAR FOR DIT LIV UNDERVISNINGSVIDEO 4 “SIND”HER:
SE TAG ANSVAR FOR DIT LIV UNDERVISNINGSVIDEO 5 “SJÆL”HER:

ANSVARSFRASKRIVELSE
Informationen i alt undervisningsmateriale er ment som støtte, og ikke erstatning, i forholdet mellem patient/bruger og dennes læge.",0.8904,2,0,0,0,0,0,5,0
